Term,Hits,NLP_Entity_Hits,NLP_Identifier_Hits
wbgene00200503,1,,
wbgene00200505,1,,
wbgene00200507,1,,
wbgene00200508,1,,
wbgene00200510,1,,
wbgene00200513,1,,
wbgene00200514,1,,
wbgene00200515,1,,
wbgene00200516,1,,
wbgene00200519,1,,
wbgene00200520,1,,
wbgene00200522,1,,
wbgene00200524,1,,
wbgene00200528,1,,
wbgene00200530,1,,
wbgene00200531,1,,
wbgene00200534,1,,
wbgene00200538,1,,
wbgene00200540,1,,
wbgene00200543,1,,
wbgene00200544,1,,
wbgene00200545,1,,
wbgene00200546,1,,
wbgene00200547,1,,
wbgene00200548,1,,
wbgene00200549,1,,
wbgene00200550,1,,
wbgene00200553,1,,
wbgene00200554,1,,
wbgene00200556,1,,
wbgene00200557,1,,
wbgene00200561,1,,
wbgene00200562,1,,
wbgene00200565,1,,
wbgene00200567,1,,
wbgene00200568,1,,
wbgene00200570,1,,
wbgene00200575,1,,
wbgene00200576,1,,
wbgene00200579,1,,
wbgene00200580,1,,
wbgene00200581,1,,
wbgene00200582,1,,
wbgene00200583,1,,
wbgene00200584,1,,
wbgene00200587,1,,
wbgene00200588,1,,
wbgene00200591,1,,
wbgene00200593,1,,
wbgene00200594,1,,
wbgene00200595,1,,
wbgene00200596,1,,
wbgene00200598,1,,
wbgene00200599,1,,
wbgene00200600,1,,
wbgene00200602,1,,
wbgene00200604,1,,
wbgene00200605,1,,
wbgene00200610,1,,
wbgene00200611,1,,
wbgene00200613,1,,
wbgene00200616,1,,
wbgene00200617,1,,
wbgene00200621,1,,
wbgene00200622,1,,
wbgene00200625,1,,
wbgene00200626,1,,
wbgene00200627,1,,
wbgene00200629,1,,
wbgene00200630,1,,
wbgene00200631,1,,
wbgene00200633,1,,
wbgene00200637,1,,
wbgene00200643,1,,
wbgene00200645,1,,
wbgene00200646,1,,
wbgene00200647,1,,
wbgene00200652,1,,
wbgene00200654,1,,
wbgene00200655,1,,
wbgene00200656,1,,
wbgene00200658,1,,
wbgene00200659,1,,
wbgene00200663,1,,
wbgene00200664,1,,
wbgene00200667,1,,
wbgene00200669,1,,
wbgene00200670,1,,
wbgene00200671,1,,
wbgene00200672,1,,
wbgene00200675,1,,
wbgene00200677,1,,
wbgene00200678,1,,
wbgene00200680,1,,
wbgene00200684,1,,
wbgene00200685,1,,
wbgene00200687,1,,
wbgene00200688,1,,
wbgene00200689,1,,
wbgene00200690,1,,
wbgene00200691,1,,
wbgene00200692,1,,
wbgene00200694,1,,
wbgene00200695,1,,
wbgene00200696,1,,
wbgene00200699,1,,
wbgene00200700,1,,
wbgene00200702,1,,
wbgene00200710,1,,
wbgene00200711,1,,
wbgene00200712,1,,
wbgene00200715,1,,
wbgene00200716,1,,
wbgene00200717,1,,
wbgene00200718,1,,
wbgene00200720,1,,
wbgene00200721,1,,
wbgene00200722,1,,
wbgene00200724,1,,
wbgene00200727,1,,
wbgene00200728,1,,
wbgene00200729,1,,
wbgene00200730,1,,
wbgene00200731,1,,
wbgene00200734,1,,
wbgene00200736,1,,
wbgene00200738,1,,
wbgene00200739,1,,
wbgene00200741,1,,
wbgene00200742,1,,
wbgene00200745,1,,
wbgene00200748,1,,
wbgene00200751,1,,
wbgene00200753,1,,
wbgene00200754,1,,
wbgene00200755,1,,
wbgene00200756,1,,
wbgene00200758,1,,
wbgene00200761,1,,
wbgene00200766,1,,
wbgene00200771,1,,
wbgene00200775,1,,
wbgene00200776,1,,
wbgene00200779,1,,
wbgene00200781,1,,
wbgene00200782,1,,
wbgene00200785,1,,
wbgene00200789,1,,
wbgene00200790,1,,
wbgene00200791,1,,
wbgene00200792,1,,
wbgene00200793,1,,
wbgene00200795,1,,
wbgene00200798,1,,
wbgene00200800,1,,
wbgene00200801,1,,
wbgene00200802,1,,
wbgene00200803,1,,
wbgene00200807,1,,
wbgene00200808,1,,
wbgene00200811,1,,
wbgene00200812,1,,
wbgene00200813,1,,
wbgene00200814,1,,
wbgene00200817,1,,
wbgene00200818,1,,
wbgene00200822,1,,
wbgene00200824,1,,
wbgene00200825,1,,
wbgene00200827,1,,
wbgene00200828,1,,
wbgene00200829,1,,
wbgene00200831,1,,
wbgene00200834,1,,
wbgene00200835,1,,
wbgene00200836,1,,
wbgene00200837,1,,
wbgene00200839,1,,
wbgene00200841,1,,
wbgene00200842,1,,
wbgene00200843,1,,
wbgene00200846,1,,
wbgene00200850,1,,
wbgene00200851,1,,
wbgene00200852,1,,
wbgene00200853,1,,
wbgene00200854,1,,
wbgene00200858,1,,
wbgene00200859,1,,
wbgene00200860,1,,
wbgene00200861,1,,
wbgene00200862,1,,
wbgene00200865,1,,
wbgene00200866,1,,
wbgene00200869,1,,
wbgene00200870,1,,
wbgene00200871,1,,
wbgene00200874,1,,
wbgene00200875,1,,
wbgene00200877,1,,
wbgene00200879,1,,
wbgene00200882,1,,
wbgene00200883,1,,
wbgene00200886,1,,
wbgene00200888,1,,
wbgene00200889,1,,
wbgene00200890,1,,
wbgene00200893,1,,
wbgene00200895,1,,
wbgene00200896,1,,
wbgene00200898,1,,
wbgene00200899,1,,
wbgene00200903,1,,
wbgene00200904,1,,
wbgene00200905,1,,
wbgene00200909,1,,
wbgene00200910,1,,
wbgene00200913,1,,
wbgene00200914,1,,
wbgene00200916,1,,
wbgene00200921,1,,
wbgene00200925,1,,
wbgene00200926,1,,
wbgene00200928,1,,
wbgene00200930,1,,
wbgene00200933,1,,
wbgene00200935,1,,
wbgene00200937,1,,
wbgene00200943,1,,
wbgene00200947,1,,
wbgene00200949,1,,
wbgene00200954,1,,
wbgene00200955,1,,
wbgene00200956,1,,
wbgene00200959,1,,
wbgene00200960,1,,
wbgene00200961,1,,
wbgene00200962,1,,
wbgene00200963,1,,
wbgene00200965,1,,
wbgene00200967,1,,
wbgene00200968,1,,
wbgene00200969,1,,
wbgene00200970,1,,
wbgene00200973,1,,
wbgene00200976,1,,
wbgene00200978,1,,
wbgene00200979,1,,
wbgene00200981,1,,
wbgene00200982,1,,
wbgene00200984,1,,
wbgene00200988,1,,
wbgene00200990,1,,
wbgene00200991,1,,
wbgene00200993,1,,
wbgene00200994,1,,
wbgene00200995,1,,
wbgene00200997,1,,
wbgene00201005,1,,
wbgene00201006,1,,
wbgene00201011,1,,
wbgene00201017,1,,
wbgene00201018,1,,
wbgene00201020,1,,
wbgene00201023,1,,
wbgene00201024,1,,
wbgene00201027,1,,
wbgene00201030,1,,
wbgene00201033,1,,
wbgene00201035,1,,
wbgene00201037,1,,
wbgene00201039,1,,
wbgene00201047,1,,
wbgene00201048,1,,
wbgene00201050,1,,
wbgene00201052,1,,
wbgene00201053,1,,
wbgene00201056,1,,
wbgene00201057,1,,
wbgene00201058,1,,
wbgene00201060,1,,
wbgene00201061,1,,
wbgene00201062,1,,
wbgene00201064,1,,
wbgene00201065,1,,
wbgene00201068,1,,
wbgene00201070,1,,
wbgene00201071,1,,
wbgene00201072,1,,
wbgene00201073,1,,
wbgene00201074,1,,
wbgene00201075,1,,
wbgene00201076,1,,
wbgene00201080,1,,
wbgene00201082,1,,
wbgene00201083,1,,
wbgene00201085,1,,
wbgene00201092,1,,
wbgene00201095,1,,
wbgene00201096,1,,
wbgene00201099,1,,
wbgene00201100,1,,
wbgene00201102,1,,
wbgene00201103,1,,
wbgene00201105,1,,
wbgene00201106,1,,
wbgene00201108,1,,
wbgene00201109,1,,
wbgene00201111,1,,
wbgene00201114,1,,
wbgene00201116,1,,
wbgene00201117,1,,
wbgene00201118,1,,
wbgene00201120,1,,
wbgene00201122,1,,
wbgene00201124,1,,
wbgene00201125,1,,
wbgene00201126,1,,
wbgene00201128,1,,
wbgene00201133,1,,
wbgene00201134,1,,
wbgene00201135,1,,
wbgene00201136,1,,
wbgene00201137,1,,
wbgene00201139,1,,
wbgene00201142,1,,
wbgene00201143,1,,
wbgene00201145,1,,
wbgene00201146,1,,
wbgene00201149,1,,
wbgene00201152,1,,
wbgene00201153,1,,
wbgene00201154,1,,
wbgene00201156,1,,
wbgene00201161,1,,
wbgene00201162,1,,
wbgene00201166,1,,
wbgene00201167,1,,
wbgene00201168,1,,
wbgene00201169,1,,
wbgene00201171,1,,
wbgene00201173,1,,
wbgene00201174,1,,
wbgene00201175,1,,
wbgene00201176,1,,
wbgene00201180,1,,
wbgene00201181,1,,
wbgene00201183,1,,
wbgene00201184,1,,
wbgene00201185,1,,
wbgene00201187,1,,
wbgene00201188,1,,
wbgene00201192,1,,
wbgene00201193,1,,
wbgene00201196,1,,
wbgene00201203,1,,
wbgene00201204,1,,
wbgene00201206,1,,
wbgene00201209,1,,
wbgene00201210,1,,
wbgene00201213,1,,
wbgene00201214,1,,
wbgene00201215,1,,
wbgene00201216,1,,
wbgene00201217,1,,
wbgene00201220,1,,
wbgene00201222,1,,
wbgene00201224,1,,
wbgene00201226,1,,
wbgene00201227,1,,
wbgene00201228,1,,
wbgene00201229,1,,
wbgene00201230,1,,
wbgene00201231,1,,
wbgene00201234,1,,
wbgene00201235,1,,
wbgene00201236,1,,
wbgene00201241,1,,
wbgene00201242,1,,
wbgene00201243,1,,
wbgene00201245,1,,
wbgene00201247,1,,
wbgene00201250,1,,
wbgene00201252,1,,
wbgene00201253,1,,
wbgene00201254,1,,
wbgene00201256,1,,
wbgene00201259,1,,
wbgene00201264,1,,
wbgene00201265,1,,
wbgene00201270,1,,
wbgene00201275,1,,
wbgene00201276,1,,
wbgene00201279,1,,
wbgene00201280,1,,
wbgene00201281,1,,
wbgene00201282,1,,
wbgene00201283,1,,
wbgene00201287,1,,
wbgene00201291,1,,
wbgene00201292,1,,
wbgene00201294,1,,
wbgene00201295,1,,
wbgene00201296,1,,
wbgene00201301,1,,
wbgene00201302,1,,
wbgene00201303,1,,
wbgene00201304,1,,
wbgene00201306,1,,
wbgene00201307,1,,
wbgene00201308,1,,
wbgene00201309,1,,
wbgene00201310,1,,
wbgene00201311,1,,
wbgene00201313,1,,
wbgene00201315,1,,
wbgene00201318,1,,
wbgene00201320,1,,
wbgene00201321,1,,
wbgene00201323,1,,
wbgene00201324,1,,
wbgene00201329,1,,
wbgene00201331,1,,
wbgene00201332,1,,
wbgene00201338,1,,
wbgene00201339,1,,
wbgene00201340,1,,
wbgene00201341,1,,
wbgene00201343,1,,
wbgene00201345,1,,
wbgene00201348,1,,
wbgene00201350,1,,
wbgene00201352,1,,
wbgene00201358,1,,
wbgene00201361,1,,
wbgene00201362,1,,
wbgene00201369,1,,
wbgene00201370,1,,
wbgene00201374,1,,
wbgene00201378,1,,
wbgene00201379,1,,
wbgene00201381,1,,
wbgene00201382,1,,
wbgene00201384,1,,
wbgene00201385,1,,
wbgene00201391,1,,
wbgene00201392,1,,
wbgene00201393,1,,
wbgene00201396,1,,
wbgene00201397,1,,
wbgene00201398,1,,
wbgene00201402,1,,
wbgene00201403,1,,
wbgene00201406,1,,
wbgene00201409,1,,
wbgene00201411,1,,
wbgene00201414,1,,
wbgene00201418,1,,
wbgene00201419,1,,
wbgene00201421,1,,
wbgene00201425,1,,
wbgene00201426,1,,
wbgene00201428,1,,
wbgene00201432,1,,
wbgene00201434,1,,
wbgene00201435,1,,
wbgene00201438,1,,
wbgene00201440,1,,
wbgene00201441,1,,
wbgene00201444,1,,
wbgene00201446,1,,
wbgene00201448,1,,
wbgene00201449,1,,
wbgene00201450,1,,
wbgene00201454,1,,
wbgene00201462,1,,
wbgene00201465,1,,
wbgene00201467,1,,
wbgene00201468,1,,
wbgene00201472,1,,
wbgene00201473,1,,
wbgene00201475,1,,
wbgene00201477,1,,
wbgene00201478,1,,
wbgene00201480,1,,
wbgene00201481,1,,
wbgene00201484,1,,
wbgene00201485,1,,
wbgene00201486,1,,
wbgene00201487,1,,
wbgene00201488,1,,
wbgene00201489,1,,
wbgene00201490,1,,
wbgene00201491,1,,
wbgene00201492,1,,
wbgene00201493,1,,
wbgene00201494,1,,
wbgene00201496,1,,
wbgene00201499,1,,
wbgene00201500,1,,
wbgene00201502,1,,
wbgene00201503,1,,
wbgene00201505,1,,
wbgene00201506,1,,
wbgene00201508,1,,
wbgene00201509,1,,
wbgene00201510,1,,
wbgene00201512,1,,
wbgene00201515,1,,
wbgene00201516,1,,
wbgene00201518,1,,
wbgene00201519,1,,
wbgene00201521,1,,
wbgene00201522,1,,
wbgene00201523,1,,
wbgene00201525,1,,
wbgene00201527,1,,
wbgene00201528,1,,
wbgene00201529,1,,
wbgene00201530,1,,
wbgene00201532,1,,
wbgene00201536,1,,
wbgene00201539,1,,
wbgene00201540,1,,
wbgene00201541,1,,
wbgene00201543,1,,
wbgene00201544,1,,
wbgene00201545,1,,
wbgene00201546,1,,
wbgene00201549,1,,
wbgene00201551,1,,
wbgene00201552,1,,
wbgene00201553,1,,
wbgene00201556,1,,
wbgene00201557,1,,
wbgene00201558,1,,
wbgene00201561,1,,
wbgene00201563,1,,
wbgene00201564,1,,
wbgene00201566,1,,
wbgene00201569,1,,
wbgene00201570,1,,
wbgene00201575,1,,
wbgene00201578,1,,
wbgene00201579,1,,
wbgene00201581,1,,
wbgene00201582,1,,
wbgene00201583,1,,
wbgene00201589,1,,
wbgene00201591,1,,
wbgene00201592,1,,
wbgene00201593,1,,
wbgene00201594,1,,
wbgene00201595,1,,
wbgene00201596,1,,
wbgene00201598,1,,
wbgene00201600,1,,
wbgene00201602,1,,
wbgene00201605,1,,
wbgene00201606,1,,
wbgene00201607,1,,
wbgene00201609,1,,
wbgene00201611,1,,
wbgene00201612,1,,
wbgene00201613,1,,
wbgene00201614,1,,
wbgene00201617,1,,
wbgene00201618,1,,
wbgene00201619,1,,
wbgene00201620,1,,
wbgene00201624,1,,
wbgene00201625,1,,
wbgene00201626,1,,
wbgene00201628,1,,
wbgene00201630,1,,
wbgene00201631,1,,
wbgene00201632,1,,
wbgene00201633,1,,
wbgene00201634,1,,
wbgene00201636,1,,
wbgene00201638,1,,
wbgene00201641,1,,
wbgene00201642,1,,
wbgene00201645,1,,
wbgene00201647,1,,
wbgene00201648,1,,
wbgene00201649,1,,
wbgene00201653,1,,
wbgene00201654,1,,
wbgene00201656,1,,
wbgene00201657,1,,
wbgene00201658,1,,
wbgene00201660,1,,
wbgene00201672,1,,
wbgene00201673,1,,
wbgene00201674,1,,
wbgene00201677,1,,
wbgene00201679,1,,
wbgene00201680,1,,
wbgene00201683,1,,
wbgene00201685,1,,
wbgene00201686,1,,
wbgene00201689,1,,
wbgene00201690,1,,
wbgene00201694,1,,
wbgene00201695,1,,
wbgene00201697,1,,
wbgene00201702,1,,
wbgene00201703,1,,
wbgene00201706,1,,
wbgene00201707,1,,
wbgene00201710,1,,
wbgene00201711,1,,
wbgene00201712,1,,
wbgene00201714,1,,
wbgene00201716,1,,
wbgene00201717,1,,
wbgene00201718,1,,
wbgene00201721,1,,
wbgene00201722,1,,
wbgene00201723,1,,
wbgene00201729,1,,
wbgene00201732,1,,
wbgene00201735,1,,
wbgene00201739,1,,
wbgene00201740,1,,
wbgene00201741,1,,
wbgene00201743,1,,
wbgene00201744,1,,
wbgene00201745,1,,
wbgene00201746,1,,
wbgene00201748,1,,
wbgene00201752,1,,
wbgene00201755,1,,
wbgene00201756,1,,
wbgene00201757,1,,
wbgene00201759,1,,
wbgene00201760,1,,
wbgene00201765,1,,
wbgene00201766,1,,
wbgene00201768,1,,
wbgene00201770,1,,
wbgene00201771,1,,
wbgene00201773,1,,
wbgene00201774,1,,
wbgene00201775,1,,
wbgene00201776,1,,
wbgene00201778,1,,
wbgene00201783,1,,
wbgene00201784,1,,
wbgene00201791,1,,
wbgene00201793,1,,
wbgene00201795,1,,
wbgene00201796,1,,
wbgene00201798,1,,
wbgene00201800,1,,
wbgene00201801,1,,
wbgene00201803,1,,
wbgene00201805,1,,
wbgene00201807,1,,
wbgene00201808,1,,
wbgene00201810,1,,
wbgene00201813,1,,
wbgene00201814,1,,
wbgene00201815,1,,
wbgene00201816,1,,
wbgene00201819,1,,
wbgene00201820,1,,
wbgene00201822,1,,
wbgene00201823,1,,
wbgene00201825,1,,
wbgene00201826,1,,
wbgene00201827,1,,
wbgene00201833,1,,
wbgene00201835,1,,
wbgene00201836,1,,
wbgene00201837,1,,
wbgene00201838,1,,
wbgene00201839,1,,
wbgene00201840,1,,
wbgene00201843,1,,
wbgene00201850,1,,
wbgene00201851,1,,
wbgene00201854,1,,
wbgene00201855,1,,
wbgene00201859,1,,
wbgene00201861,1,,
wbgene00201862,1,,
wbgene00201864,1,,
wbgene00201865,1,,
wbgene00201866,1,,
wbgene00201867,1,,
wbgene00201870,1,,
wbgene00201872,1,,
wbgene00201873,1,,
wbgene00201875,1,,
wbgene00201876,1,,
wbgene00201878,1,,
wbgene00201883,1,,
wbgene00201887,1,,
wbgene00201889,1,,
wbgene00201891,1,,
wbgene00201893,1,,
wbgene00201894,1,,
wbgene00201895,1,,
wbgene00201897,1,,
wbgene00201899,1,,
wbgene00201902,1,,
wbgene00201903,1,,
wbgene00201908,1,,
wbgene00201910,1,,
wbgene00201915,1,,
wbgene00201920,1,,
wbgene00201923,1,,
wbgene00201925,1,,
wbgene00201926,1,,
wbgene00201928,1,,
wbgene00201929,1,,
wbgene00201930,1,,
wbgene00201932,1,,
wbgene00201933,1,,
wbgene00201934,1,,
wbgene00201936,1,,
wbgene00201937,1,,
wbgene00201938,1,,
wbgene00201940,1,,
wbgene00201941,1,,
wbgene00201942,1,,
wbgene00201944,1,,
wbgene00201946,1,,
wbgene00201947,1,,
wbgene00201949,1,,
wbgene00201950,1,,
wbgene00201951,1,,
wbgene00201952,1,,
wbgene00201957,1,,
wbgene00201958,1,,
wbgene00201959,1,,
wbgene00201965,1,,
wbgene00201967,1,,
wbgene00201969,1,,
wbgene00201975,1,,
wbgene00201978,1,,
wbgene00201979,1,,
wbgene00201980,1,,
wbgene00201983,1,,
wbgene00201987,1,,
wbgene00201989,1,,
wbgene00201991,1,,
wbgene00201992,1,,
wbgene00201993,1,,
wbgene00201995,1,,
wbgene00201996,1,,
wbgene00201998,1,,
wbgene00202002,1,,
wbgene00202006,1,,
wbgene00202008,1,,
wbgene00202010,1,,
wbgene00202012,1,,
wbgene00202015,1,,
wbgene00202016,1,,
wbgene00202017,1,,
wbgene00202018,1,,
wbgene00202021,1,,
wbgene00202022,1,,
wbgene00202023,1,,
wbgene00202026,1,,
wbgene00202027,1,,
wbgene00202028,1,,
wbgene00202030,1,,
wbgene00202031,1,,
wbgene00202033,1,,
wbgene00202035,1,,
wbgene00202036,1,,
wbgene00202038,1,,
wbgene00202039,1,,
wbgene00202040,1,,
wbgene00202042,1,,
wbgene00202044,1,,
wbgene00202046,1,,
wbgene00202048,1,,
wbgene00202049,1,,
wbgene00202050,1,,
wbgene00202051,1,,
wbgene00202052,1,,
wbgene00202054,1,,
wbgene00202056,1,,
wbgene00202057,1,,
wbgene00202058,1,,
wbgene00202059,1,,
wbgene00202061,1,,
wbgene00202064,1,,
wbgene00202065,1,,
wbgene00202066,1,,
wbgene00202068,1,,
wbgene00202075,1,,
wbgene00202076,1,,
wbgene00202077,1,,
wbgene00202078,1,,
wbgene00202079,1,,
wbgene00202080,1,,
wbgene00202081,1,,
wbgene00202082,1,,
wbgene00202083,1,,
wbgene00202084,1,,
wbgene00202085,1,,
wbgene00202088,1,,
wbgene00202090,1,,
wbgene00202091,1,,
wbgene00202092,1,,
wbgene00202095,1,,
wbgene00202099,1,,
wbgene00202100,1,,
wbgene00202102,1,,
wbgene00202103,1,,
wbgene00202105,1,,
wbgene00202108,1,,
wbgene00202109,1,,
wbgene00202111,1,,
wbgene00202113,1,,
wbgene00202114,1,,
wbgene00202115,1,,
wbgene00202116,1,,
wbgene00202118,1,,
wbgene00202119,1,,
wbgene00202120,1,,
wbgene00202121,1,,
wbgene00202122,1,,
wbgene00202124,1,,
wbgene00202127,1,,
wbgene00202128,1,,
wbgene00202130,1,,
wbgene00202132,1,,
wbgene00202133,1,,
wbgene00202134,1,,
wbgene00202135,1,,
wbgene00202139,1,,
wbgene00202140,1,,
wbgene00202141,1,,
wbgene00202144,1,,
wbgene00202146,1,,
wbgene00202149,1,,
wbgene00202150,1,,
wbgene00202152,1,,
wbgene00202153,1,,
wbgene00202155,1,,
wbgene00202156,1,,
wbgene00202157,1,,
wbgene00202159,1,,
wbgene00202160,1,,
wbgene00202161,1,,
wbgene00202163,1,,
wbgene00202165,1,,
wbgene00202166,1,,
wbgene00202168,1,,
wbgene00202171,1,,
wbgene00202173,1,,
wbgene00202174,1,,
wbgene00202175,1,,
wbgene00202176,1,,
wbgene00202180,1,,
wbgene00202181,1,,
wbgene00202182,1,,
wbgene00202183,1,,
wbgene00202184,1,,
wbgene00202186,1,,
wbgene00202188,1,,
wbgene00202190,1,,
wbgene00202191,1,,
wbgene00202197,1,,
wbgene00202200,1,,
wbgene00202201,1,,
wbgene00202203,1,,
wbgene00202206,1,,
wbgene00202207,1,,
wbgene00202213,1,,
wbgene00202215,1,,
wbgene00202218,1,,
wbgene00202220,1,,
wbgene00202222,1,,
wbgene00202223,1,,
wbgene00202224,1,,
wbgene00202225,1,,
wbgene00202227,1,,
wbgene00202228,1,,
wbgene00202229,1,,
wbgene00202230,1,,
wbgene00202231,1,,
wbgene00202234,1,,
wbgene00202237,1,,
wbgene00202238,1,,
wbgene00202240,1,,
wbgene00202241,1,,
wbgene00202243,1,,
wbgene00202245,1,,
wbgene00202247,1,,
wbgene00202248,1,,
wbgene00202251,1,,
wbgene00202255,1,,
wbgene00202258,1,,
wbgene00202260,1,,
wbgene00202261,1,,
wbgene00202263,1,,
wbgene00202265,1,,
wbgene00202267,1,,
wbgene00202273,1,,
wbgene00202282,1,,
wbgene00202286,1,,
wbgene00202287,1,,
wbgene00202292,1,,
wbgene00202293,1,,
wbgene00202294,1,,
wbgene00202295,1,,
wbgene00202296,1,,
wbgene00202297,1,,
wbgene00202299,1,,
wbgene00202300,1,,
wbgene00202301,1,,
wbgene00202302,1,,
wbgene00202304,1,,
wbgene00202306,1,,
wbgene00202308,1,,
wbgene00202312,1,,
wbgene00202314,1,,
wbgene00202315,1,,
wbgene00202316,1,,
wbgene00202317,1,,
wbgene00202319,1,,
wbgene00202321,1,,
wbgene00202325,1,,
wbgene00202327,1,,
wbgene00202330,1,,
wbgene00202331,1,,
wbgene00202335,1,,
wbgene00202336,1,,
wbgene00202337,1,,
wbgene00202338,1,,
wbgene00202343,1,,
wbgene00202348,1,,
wbgene00202350,1,,
wbgene00202351,1,,
wbgene00202353,1,,
wbgene00202355,1,,
wbgene00202358,1,,
wbgene00202365,1,,
wbgene00202366,1,,
wbgene00202368,1,,
wbgene00202369,1,,
wbgene00202371,1,,
wbgene00202373,1,,
wbgene00202376,1,,
wbgene00202377,1,,
wbgene00202379,1,,
wbgene00202380,1,,
wbgene00202381,1,,
wbgene00202382,1,,
wbgene00202386,1,,
wbgene00202390,1,,
wbgene00202391,1,,
wbgene00202395,1,,
wbgene00202398,1,,
wbgene00202400,1,,
wbgene00202401,1,,
wbgene00202405,1,,
wbgene00202406,1,,
wbgene00202409,1,,
wbgene00202410,1,,
wbgene00202413,1,,
wbgene00202417,1,,
wbgene00202418,1,,
wbgene00202419,1,,
wbgene00202420,1,,
wbgene00202421,1,,
wbgene00202422,1,,
wbgene00202426,1,,
wbgene00202430,1,,
wbgene00202433,1,,
wbgene00202434,1,,
wbgene00202440,1,,
wbgene00202442,1,,
wbgene00202443,1,,
wbgene00202445,1,,
wbgene00202446,1,,
wbgene00202448,1,,
wbgene00202449,1,,
wbgene00202450,1,,
wbgene00202452,1,,
wbgene00202453,1,,
wbgene00202456,1,,
wbgene00202458,1,,
wbgene00202460,1,,
wbgene00202461,1,,
wbgene00202462,1,,
wbgene00202463,1,,
wbgene00202467,1,,
wbgene00202469,1,,
wbgene00202470,1,,
wbgene00202471,1,,
wbgene00202472,1,,
wbgene00202474,1,,
wbgene00202475,1,,
wbgene00202476,1,,
wbgene00202477,1,,
wbgene00202479,1,,
wbgene00202486,1,,
wbgene00202489,1,,
wbgene00202490,1,,
wbgene00202494,1,,
wbgene00202496,1,,
wbgene00202497,1,,
wbgene00202502,1,,
wbgene00202511,1,,
wbgene00202512,1,,
wbgene00206354,1,,
wbgene00206355,1,,
wbgene00206363,1,,
wbgene00206365,1,,
wbgene00206366,1,,
wbgene00206369,1,,
wbgene00206371,1,,
wbgene00206372,1,,
wbgene00206374,1,,
wbgene00206376,1,,
wbgene00206377,1,,
wbgene00206378,1,,
wbgene00206379,1,,
wbgene00206381,1,,
wbgene00206382,1,,
wbgene00206383,1,,
wbgene00206386,1,,
wbgene00206388,1,,
wbgene00206389,1,,
wbgene00206390,1,,
wbgene00206391,1,,
wbgene00206392,1,,
wbgene00206395,1,,
wbgene00206414,1,,
wbgene00206415,1,,
wbgene00206419,1,,
wbgene00206462,1,,
wbgene00206464,1,,
wbgene00206470,1,,
wbgene00206473,1,,
wbgene00206475,1,,
wbgene00206478,1,,
wbgene00206479,1,,
wbgene00206482,1,,
wbgene00206484,1,,
wbgene00206485,1,,
wbgene00206489,1,,
wbgene00206494,1,,
wbgene00206498,1,,
wbgene00206499,1,,
wbgene00206500,1,,
wbgene00206501,1,,
wbgene00206504,1,,
wbgene00206506,1,,
wbgene00206513,1,,
wbgene00206514,1,,
wbgene00206516,1,,
wbgene00206519,1,,
wbgene00206522,1,,
wbgene00206523,1,,
wbgene00206524,1,,
wbgene00206526,1,,
wbgene00206529,1,,
wbgene00206531,1,,
wbgene00206532,1,,
wbgene00206534,1,,
wbgene00206535,1,,
wbgene00206536,1,,
wbgene00206538,1,,
wbgene00219205,1,,
wbgene00219207,1,,
wbgene00219209,1,,
wbgene00219212,1,,
wbgene00219215,1,,
wbgene00219217,1,,
wbgene00219234,1,,
wbgene00219235,1,,
wbgene00219236,1,,
wbgene00219238,1,,
wbgene00219239,1,,
wbgene00219242,1,,
wbgene00219271,1,,
wbgene00219278,1,,
wbgene00219280,1,,
wbgene00219281,1,,
wbgene00219282,1,,
wbgene00219284,1,,
wbgene00219285,1,,
wbgene00219286,1,,
wbgene00219287,1,,
wbgene00219290,1,,
wbgene00219293,1,,
wbgene00219294,1,,
wbgene00219295,1,,
wbgene00219296,1,,
wbgene00219301,1,,
wbgene00219304,1,,
wbgene00219306,1,,
wbgene00219307,1,,
wbgene00219309,1,,
wbgene00219310,1,,
wbgene00219313,1,,
wbgene00219314,1,,
wbgene00219315,1,,
wbgene00219316,1,,
wbgene00219317,1,,
wbgene00219318,1,,
wbgene00219319,1,,
wbgene00219322,1,,
wbgene00219324,1,,
wbgene00219325,1,,
wbgene00219326,1,,
wbgene00219329,1,,
wbgene00219331,1,,
wbgene00219368,1,,
wbgene00219371,1,,
wbgene00219373,1,,
wbgene00219375,1,,
wbgene00219395,1,,
wbgene00219410,1,,
wbgene00219414,1,,
wbgene00219417,1,,
wbgene00219437,1,,
wbgene00219442,1,,
wbgene00219446,1,,
wbgene00219447,1,,
wbgene00219450,1,,
wbgene00219451,1,,
wbgene00219454,1,,
wbgene00219458,1,,
wbgene00219460,1,,
wbgene00219476,1,,
wbgene00219477,1,,
wbgene00219489,1,,
wbgene00219493,1,,
wbgene00219544,1,,
wbgene00219545,1,,
wbgene00219546,1,,
wbgene00219549,1,,
wbgene00219551,1,,
wbgene00219557,1,,
wbgene00219558,1,,
wbgene00219560,1,,
wbgene00219562,1,,
wbgene00219566,1,,
wbgene00219567,1,,
wbgene00219568,1,,
wbgene00219569,1,,
wbgene00219571,1,,
wbgene00219572,1,,
wbgene00219573,1,,
wbgene00219575,1,,
wbgene00219576,1,,
wbgene00219577,1,,
wbgene00219578,1,,
wbgene00219579,1,,
wbgene00219580,1,,
wbgene00219581,1,,
wbgene00219582,1,,
wbgene00219583,1,,
wbgene00219584,1,,
